Fonds,Pays / Info,Secteurs,Position,Véhicules,Catégorie,Géographie d'investissement,HQ,Bureaux,"Ticket 
(m€)","Ticket Min 
(m€)","Ticket Max
(m€)",Type d'investissement,Contact,Contact qualifié (Oui/Non),Appétence pour secteur,Thèse d'investissement (VE/EBITDA cible),Approché dans Opérations D&A ,Sources,Plaquette ,Commentaires
Estonie - PE specialist,Tous secteurs,"BPM CAPITAL |  Estonie - PE specialist 1 (Minoritaire, Mezzanine) Ticket unitaire:  5 - 10 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Europe du Nord",,,,,,,,,,,,,,,,,,
Turquie - PE specialist,Tous secteurs,"PERA CAPITAL PARTNERS |  Turquie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  10 - 70 M€ Secteur:  Tous secteurs Zones géographiques:  Turquie",,,,,,,,,,,,,,,,,,
Italie - PE specialist,Tous secteurs,"F&P EQUITY PARTNERS |  Italie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 25 M€    VE:  50 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"QUEKA REAL PARTNERS |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,"Services aux Particuliers / Entreprises, , ","GREENFIELD CAPITAL PARTNERS |  Pays-Bas - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 10 M€    VE:  2 - 100 M€ Secteur:  Services aux Particuliers / Entreprises    Technologie    Industrie Zones géographiques:  Allemagne    Pays-Bas",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"ALLEGRA CAPITAL |  Allemagne - PE specialist 1 (Majoritaire, Retournement) Ticket unitaire:  1 - 20 M€    VE:  10 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Singapour    Europe    Hong Kong    Canada    Australie",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,DEUTSCHE MITTELSTAND BETEILIGUNGEN (DMB) |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  2 - 25 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Luxembourg - PE specialist,Tous secteurs,"AUGUR CAPITAL |  Luxembourg - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 30 M€    VE:  30 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Irlande - PE specialist,Tous secteurs,FL PARTNERS |  Irlande - PE specialist 1 (Majoritaire) Ticket unitaire:  25 - 250 M€    VE:  100 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Irlande    Royaume-Uni,,,,,,,,,,,,,,,,,,
Irlande - PE specialist,Tous secteurs,"LIONCOURT |  Irlande - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 12 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Irlande    Royaume-Uni",,,,,,,,,,,,,,,,,,
Autriche - PE specialist,Tous secteurs,"LEAD EQUITIES |  Autriche - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 10 M€    VE:  10 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Finlande - PE specialist,Tous secteurs,PREATO CAPITAL |  Finlande - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  50 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Finlande    Suède,,,,,,,,,,,,,,,,,,
Autriche - PE specialist,Tous secteurs,VALUE MANAGEMENT (VMS) |  Autriche - PE specialist 1 (Retournement) Ticket unitaire:  5 - 30 M€    VE:  15 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"LINDSAY GOLDBERG EUROPE |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  75 - 500 M€    VE:  100 - 5 000 M€ Secteur:  Tous secteurs Zones géographiques:  DACH    Pays-Bas",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,Tous secteurs,"JACOBS HOLDING |  Suisse - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  300 - 1 000 M€    VE:  500 - 10 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Finlande - Family Office,Tous secteurs,"ONVEST OY |  Finlande - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Finlande",,,,,,,,,,,,,,,,,,
Belgique - Family Office,"Industrie, Automobile, , ",D'IETEREN |  Belgique - Family Office 1 (Majoritaire) Ticket unitaire:  100 - 700 M€    VE:  500 - 2 500 M€ Secteur:  Industrie    Automobile    Services aux Particuliers / Entreprises    Distribution aux Particuliers / Entreprises Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"FAIRCAP |  Allemagne - PE specialist 1 (Retournement, Majoritaire) Ticket unitaire:  0 - 20 M€    VE:  10 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest",,,,,,,,,,,,,,,,,,
Pays-Bas - Family Office,Tous secteurs,INFESTOS |  Pays-Bas - Family Office 1 (Majoritaire) Ticket unitaire:  50 - 250 M€    VE:  250 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Benelux,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Industrie, Services aux Particuliers / Entreprises, ","ALSTON CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 45 M€    VE:  15 - 150 M€ Secteur:  Industrie    Services aux Particuliers / Entreprises    Energie et Environnement Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Agroalimentaire,"ALPINE PACIFIC CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 20 M€    VE:  40 - 200 M€ Secteur:  Agroalimentaire Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"MONITOR CLIPPER PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 80 M€    VE:  15 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"KCB MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  15 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Services aux Particuliers / Entreprises","CIMARRON HEALTHCARE CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 25 M€    VE:  10 - 150 M€ Secteur:  Santé    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
République tchèque - PE specialist,Tous secteurs,SKYLIMIT INVESTMENTS |  République tchèque - PE specialist 1 () Ticket unitaire:  2 - 10 M€    VE:  5 - 20 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Aéronautique et Défense, , ",COLTALA HOLDINGS |  Etats-Unis - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 90 M€    VE:  30 - 200 M€ Secteur:  Santé    Aéronautique et Défense    Services aux Particuliers / Entreprises    Immobilier Zones géographiques:  Etats-Unis,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Technologie, ","CONSONANCE CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 150 M€    VE:  20 - 400 M€ Secteur:  Santé    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Estonie - PE specialist,Tous secteurs,"AMBIENT SOUND INVESTMENTS |  Estonie - PE specialist 1 (Venture, Minoritaire, Majoritaire) Ticket unitaire:  0 - 20 M€    VE:  0 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Pologne - PE specialist,Tous secteurs,"RENAISSANCE PARTNERS |  Pologne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Tous secteurs, Internet et e-commerce, ","FARVIEW EQUITY PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 30 M€    VE:  5 - 90 M€ Secteur:  Tous secteurs Zones géographiques:  Europe 2 (Venture) Ticket unitaire:  1 - 5 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Technologie Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Croatie - PE specialist,Tous secteurs,"PROVECTUS CAPITAL PARTNERS (PCP) |  Croatie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  10 - 15 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Grèce - PE specialist,"Technologie, Biens de consommation, , ",7L CAPITAL PARTNERS |  Grèce - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 5 M€    VE:  2 - 20 M€ Secteur:  Technologie    Biens de consommation    Services aux Particuliers / Entreprises    Telecom Zones géographiques:  Europe Centrale et de l'Est,,,,,,,,,,,,,,,,,,
Italie - PE specialist,Energie et Environnement,"ALGEBRIS INVESTMENTS |  Italie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  20 - 200 M€ Secteur:  Energie et Environnement Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,CAPITAL D |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  20 - 60 M€    VE:  30 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest,,,,,,,,,,,,,,,,,,
Belgique - PE specialist,"Technologie, Santé, ","STRADA PARTNERS |  Belgique - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  10 - 200 M€ Secteur:  Technologie    Santé    Services aux Particuliers / Entreprises Zones géographiques:  Europe de l'Ouest",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"VERMEER CAPITAL |  France - PE specialist 1 (Retournement, Minoritaire, Majoritaire) Ticket unitaire:  3 - 30 M€    VE:  50 - 750 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Biens de consommation,"CHANGE CAPITAL PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 50 M€    VE:  20 - 250 M€ Secteur:  Biens de consommation Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Norvège - PE specialist,Tous secteurs,NORGESINVESTOR |  Norvège - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  30 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie,,,,,,,,,,,,,,,,,,
Allemagne - Family Office,"Industrie, Services aux Particuliers / Entreprises","APEX CAPITAL |  Allemagne - Family Office 1 (Retournement, Majoritaire) Ticket unitaire:  2 - 10 M€    VE:  5 - 20 M€ Secteur:  Industrie Zones géographiques:  DACH 2 (Majoritaire) Ticket unitaire:  1 - 10 M€    VE:  1 - 20 M€ Secteur:  Services aux Particuliers / Entreprises Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"APOLLO CAPITAL PARTNERS |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  50 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Italie - PE specialist,"Santé, Agroalimentaire, ",AUGENS CAPITAL |  Italie - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  20 - 200 M€ Secteur:  Santé    Agroalimentaire    Services aux Particuliers / Entreprises Zones géographiques:  Italie,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Industrie, Technologie",CAPCELLENCE |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 30 M€    VE:  7 - 100 M€ Secteur:  Industrie    Technologie Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Belgique - PE specialist,Tous secteurs,CORE EQUITY HOLDINGS |  Belgique - PE specialist 1 (Majoritaire) Ticket unitaire:  150 - 500 M€    VE:  200 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"PESCA EQUITY PARTNERS |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,"ALANDIA INDUSTRIES |  France - Family Office 1 (Retournement, Majoritaire) Ticket unitaire:  0 - 50 M€    VE:  0 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Danemark - PE specialist,Industrie,ZEFYR INVEST |  Danemark - PE specialist 1 (Majoritaire) Ticket unitaire:  1 - 25 M€    VE:  3 - 70 M€ Secteur:  Industrie Zones géographiques:  Danemark,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Technologie,DRS INVESTMENT |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  3 - 30 M€    VE:  5 - 50 M€ Secteur:  Technologie Zones géographiques:  Suisse    Scandinavie    Allemagne    Benelux    Autriche,,,,,,,,,,,,,,,,,,
Belgique - PE specialist,Tous secteurs,WE ARE JANE |  Belgique - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 10 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Belgique,,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"INDES CAPITAL |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 15 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
Allemagne - Family Office,Tous secteurs,"INVICTO HOLDING |  Allemagne - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"HAWTHORN EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  90 - 900 M€ Secteur:  Tous secteurs Zones géographiques:  Canada    Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"LIBERTY HALL CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  40 - 150 M€    VE:  150 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"CAPITAL Z PARTNERS MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 60 M€    VE:  80 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Services Financiers, ",BRIDGE GROWTH PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  40 - 200 M€ Secteur:  Services Financiers    Technologie Zones géographiques:  Etats-Unis,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"BLACKSTREET CAPITAL MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 15 M€    VE:  10 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Lituanie - PE specialist,"Industrie, Biens de consommation, , ",NDX GROUP |  Lituanie - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  10 - 100 M€ Secteur:  Industrie    Biens de consommation    Distribution aux Particuliers / Entreprises    Services aux Particuliers / Entreprises Zones géographiques:  Europe Centrale et de l'Est    Scandinavie,,,,,,,,,,,,,,,,,,
République tchèque - PE specialist,Tous secteurs,"VERSUTE INVESTMENTS |  République tchèque - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Slovaquie    République tchèque",,,,,,,,,,,,,,,,,,
Hongrie - PE specialist,"Technologie, Technologie","IEUROPE CAPITAL |  Hongrie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  0 - 5 M€    VE:  1 - 20 M€ Secteur:  Technologie Zones géographiques:  Europe Centrale et de l'Est 2 (Venture (Serie A), Venture (Growth), Venture (Seed), Venture (Serie B/C)) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Technologie Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Italie - PE specialist,"Industrie, Média, ",KYIP CAPITAL |  Italie - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 20 M€    VE:  10 - 60 M€ Secteur:  Industrie    Média    Services aux Particuliers / Entreprises Zones géographiques:  Italie,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"MILL CITY CAPITAL L.P. |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 25 M€    VE:  15 - 90 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Canada",,,,,,,,,,,,,,,,,,
France - PE specialist,"Technologie, Santé, ","ADAGIA PARTNERS |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  60 - 300 M€    VE:  150 - 600 M€ Secteur:  Technologie    Santé    Services aux Particuliers / Entreprises Zones géographiques:  Suisse    Benelux    France    Allemagne",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"INVEX CAPITAL |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 100 M€    VE:  25 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Telecom, Média, , ","APSE CAPITAL |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  60 - 250 M€ Secteur:  Telecom    Média    Technologie    Internet et e-commerce Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Technologie, Santé","EUROPEAN EQUITY PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  0 - 10 M€    VE:  25 - 100 M€ Secteur:  Technologie    Santé Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Chimie et Matériaux primaires, , ","ALLISTRO |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 10 M€    VE:  10 - 50 M€ Secteur:  Chimie et Matériaux primaires    Technologie    Santé Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Technologie,BROCKHAUS TECHNOLOGIES (EX BROCKHAUS CAPITAL MANAGEMENT) |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 90 M€    VE:  20 - 150 M€ Secteur:  Technologie Zones géographiques:  Allemagne,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"SPECTRA PARTNERS |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  25 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,TRIGON EQUITY PARTNERS |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  2 - 10 M€    VE:  10 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"ENEAS ALTERNATIVE INVESTMENTS |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 10 M€    VE:  5 - 30 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,Tous secteurs,5CS CAPITAL PARTNERS |  Pays-Bas - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  3 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Benelux,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"CANDESCENT PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Mezzanine, Majoritaire) Ticket unitaire:  2 - 25 M€    VE:  15 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"BUNKER HILL CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  25 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"BRADFORD EQUITIES MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  25 - 150 M€ Secteur:  Tous secteurs Zones géographiques:",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Distribution aux Particuliers / Entreprises, , , , ","CHARTER OAK EQUITY |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  20 - 150 M€ Secteur:  Santé    Distribution aux Particuliers / Entreprises    Services aux Particuliers / Entreprises    Services Financiers    Chimie et Matériaux primaires    Industrie Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Pologne - PE specialist,"Santé, Services aux Particuliers / Entreprises, ","TEP CAPITAL |  Pologne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 50 M€ Secteur:  Santé    Services aux Particuliers / Entreprises    Industrie Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"DARBY OVERSEAS INVESTMENTS |  Etats-Unis - PE specialist 1 (Mezzanine, Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 80 M€ Secteur:  Tous secteurs Zones géographiques:  Asie    Amérique du Sud",,,,,,,,,,,,,,,,,,
République tchèque - PE specialist,Tous secteurs,"ESPIRA INVESTMENTS |  République tchèque - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"PRIVET CAPITAL |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 10 M€    VE:  10 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord    Europe de l'Ouest",,,,,,,,,,,,,,,,,,
Belgique - PE specialist,"Santé, Energie et Environnement, ",IMPACT EXPANSION |  Belgique - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  5 - 100 M€ Secteur:  Santé    Energie et Environnement    Services aux Particuliers / Entreprises Zones géographiques:  France    Europe de l'Ouest,,,,,,,,,,,,,,,,,,
Pays-Bas - Family Office,Tous secteurs,"MATCORP INVESTMENTS |  Pays-Bas - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 5 M€    VE:  10 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Italie - PE specialist,Tous secteurs,"ANTARES PRIVATE EQUITY |  Italie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"ARCADIA BETEILIGUNGEN BENSEL TIEFENBACHER |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 30 M€    VE:  20 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Autriche - PE specialist,Industrie,"INVEST EQUITY |  Autriche - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 50 M€    VE:  50 - 500 M€ Secteur:  Industrie Zones géographiques:  Allemagne    République tchèque    Autriche",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"ACORDA UNTERNEHMERKAPITAL |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 30 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,"JACANA INVEST |  France - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 5 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Pays-Bas - Family Office,Tous secteurs,"RB FAMILY CAPITAL |  Pays-Bas - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  20 - 80 M€ Secteur:  Tous secteurs Zones géographiques:  Benelux",,,,,,,,,,,,,,,,,,
Canada - PE specialist,"Biens de consommation, , , ",EDGESTONE CAPITAL PARTNERS |  Canada - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  40 - 200 M€ Secteur:  Biens de consommation    Services aux Particuliers / Entreprises    Services Financiers    Industrie Zones géographiques:  Amérique du Nord,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"MERIDIAN GENERAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  35 - 350 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Aéronautique et Défense, ","CACHE CREEK INDUSTRIES |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  15 - 150 M€ Secteur:  Aéronautique et Défense    Industrie Zones géographiques:  Amérique du Nord    Europe",,,,,,,,,,,,,,,,,,
